customer_id,Account_Age_Days,Daily_Usage_Mins,Support_Tickets_90Days,API_Utilization_Rate,churn_proba,sentiment_score,fused_proba,Login_Frequency,Plan_Tier,Dominant_SHAP_Driver,risk_band,discount_pct,discount_months,Retained
CUST-139165,1089,26,3,0.355,0.544,0.635,0.584,Weekly,Basic,technical_friction,Medium,20,6,1
CUST-139166,966,43,3,0.44,0.43,0.484,0.404,Weekly,Pro,price_sensitive,Medium,0,0,1
CUST-139167,371,10,0,0.805,0.625,0.335,0.544,Rarely,Pro,technical_friction,Medium,20,6,0
CUST-139168,471,81,3,0.723,0.203,0.334,0.17,Daily,Enterprise,price_sensitive,Low,0,0,1
CUST-139169,226,69,3,0.497,0.395,0.373,0.327,Daily,Basic,price_sensitive,Medium,20,3,1
CUST-139170,535,40,3,0.137,0.721,0.646,0.75,Daily,Basic,price_sensitive,High,0,0,0
CUST-139171,113,34,1,0.442,0.532,0.521,0.525,Daily,Enterprise,price_sensitive,Medium,20,12,0
CUST-139172,851,25,1,0.279,0.776,0.599,0.777,Rarely,Pro,price_sensitive,High,20,12,0
CUST-139173,558,35,2,0.525,0.383,0.525,0.374,Weekly,Basic,price_sensitive,Medium,0,0,1
CUST-139174,743,65,4,0.624,0.206,0.349,0.175,Daily,Enterprise,price_sensitive,Low,5,12,1
CUST-139175,641,45,1,0.183,0.417,0.596,0.437,Weekly,Basic,price_sensitive,Medium,0,0,0
CUST-139176,1014,50,2,0.405,0.204,0.402,0.187,Weekly,Basic,price_sensitive,Low,20,3,1
CUST-139177,592,52,3,0.395,0.469,0.632,0.505,Daily,Pro,technical_friction,Medium,0,0,0
CUST-139178,638,33,1,0.102,0.575,0.564,0.587,Weekly,Basic,price_sensitive,Medium,20,12,0
CUST-139179,679,34,4,0.541,0.541,0.666,0.593,Daily,Enterprise,price_sensitive,Medium,20,12,0
CUST-139180,87,59,1,0.529,0.252,0.316,0.196,Daily,Basic,price_sensitive,Low,0,0,1
CUST-139181,907,22,1,0.59,0.753,0.56,0.748,Rarely,Enterprise,technical_friction,High,20,6,1
CUST-139182,83,18,2,0.594,0.749,0.588,0.754,Weekly,Basic,technical_friction,High,10,12,1
CUST-139183,158,28,0,0.298,0.512,0.146,0.352,Weekly,Basic,price_sensitive,Medium,15,12,0
CUST-139184,1007,26,3,0.719,0.189,0.411,0.18,Weekly,Pro,technical_friction,Low,0,0,1
CUST-139185,1045,18,2,0.275,0.842,0.524,0.802,Rarely,Basic,technical_friction,High,20,6,1
CUST-139186,587,14,4,0.884,0.54,0.501,0.524,Daily,Enterprise,price_sensitive,Medium,20,12,0
CUST-139187,45,31,2,0.656,0.497,0.566,0.507,Weekly,Enterprise,price_sensitive,Medium,20,3,0
CUST-139188,10,49,3,0.492,0.603,0.621,0.637,Daily,Pro,price_sensitive,Medium,0,0,0
CUST-139189,989,43,1,0.632,0.172,0.434,0.175,Daily,Enterprise,price_sensitive,Low,15,3,1
CUST-139190,409,21,2,0.238,1.0,0.592,0.897,Rarely,Basic,technical_friction,High,20,3,1
CUST-139191,822,20,4,0.582,0.538,0.561,0.547,Weekly,Basic,price_sensitive,Medium,0,0,0
CUST-139192,725,10,1,0.483,0.887,0.648,0.857,Rarely,Pro,price_sensitive,High,10,6,0
CUST-139193,307,14,2,0.538,0.711,0.632,0.737,Weekly,Basic,price_sensitive,High,15,12,0
CUST-139194,139,79,2,0.292,0.363,0.494,0.343,Daily,Basic,price_sensitive,Medium,10,3,1
CUST-139195,1095,54,2,0.674,0.122,0.303,0.122,Daily,Pro,price_sensitive,Low,0,0,0
CUST-139196,244,41,1,0.53,0.368,0.462,0.336,Weekly,Pro,price_sensitive,Medium,15,6,1
CUST-139197,57,15,1,0.459,0.658,0.475,0.633,Weekly,Pro,price_sensitive,Medium,0,0,1
CUST-139198,924,29,2,0.31,0.567,0.606,0.596,Weekly,Enterprise,technical_friction,Medium,0,0,0
CUST-139199,107,46,1,0.796,0.177,0.506,0.197,Daily,Pro,technical_friction,Low,0,0,1
CUST-139200,195,21,6,0.583,0.973,0.924,0.932,Daily,Enterprise,technical_friction,High,15,3,1
CUST-139201,768,22,4,0.563,0.689,0.618,0.714,Weekly,Basic,price_sensitive,High,0,0,0
CUST-139202,194,104,2,0.759,0.093,0.377,0.122,Daily,Pro,price_sensitive,Low,0,0,0
CUST-139203,716,18,1,0.227,0.631,0.443,0.594,Weekly,Basic,price_sensitive,Medium,20,6,1
CUST-139204,561,44,0,0.492,0.12,0.111,0.091,Weekly,Pro,price_sensitive,Low,10,3,0
CUST-139205,1090,53,2,0.558,0.162,0.35,0.151,Weekly,Pro,technical_friction,Low,10,6,1
CUST-139206,480,37,1,0.524,0.378,0.41,0.326,Weekly,Pro,technical_friction,Medium,0,0,0
CUST-139207,908,18,1,0.622,0.322,0.252,0.227,Weekly,Enterprise,price_sensitive,Low,0,0,0
CUST-139208,440,54,4,0.408,0.637,0.838,0.743,Daily,Pro,technical_friction,High,0,0,0
CUST-139209,64,47,2,0.49,0.517,0.53,0.513,Weekly,Basic,price_sensitive,Medium,0,0,0
CUST-139210,553,29,2,0.602,0.367,0.35,0.294,Weekly,Pro,price_sensitive,Low,15,3,1
CUST-139211,660,33,3,0.733,0.348,0.623,0.378,Daily,Pro,price_sensitive,Medium,0,0,1
CUST-139212,905,21,2,0.282,0.552,0.476,0.526,Weekly,Enterprise,technical_friction,Medium,15,6,1
CUST-139213,84,14,4,0.709,0.816,0.552,0.792,Weekly,Pro,price_sensitive,High,10,6,0
CUST-139214,447,39,4,0.167,0.842,0.672,0.838,Weekly,Pro,technical_friction,High,20,6,0
CUST-139215,898,34,2,0.538,0.292,0.439,0.261,Weekly,Pro,technical_friction,Low,0,0,1
CUST-139216,809,40,6,0.342,0.71,0.861,0.803,Weekly,Basic,price_sensitive,High,20,3,1
CUST-139217,1066,16,3,0.813,0.366,0.602,0.388,Weekly,Basic,price_sensitive,Medium,15,12,1
CUST-139218,719,65,2,0.195,0.352,0.524,0.343,Daily,Basic,price_sensitive,Medium,0,0,1
CUST-139219,1009,19,4,0.068,0.756,0.703,0.792,Weekly,Basic,technical_friction,High,10,12,0
CUST-139220,900,24,1,0.686,0.58,0.215,0.447,Rarely,Basic,price_sensitive,Medium,0,0,0
CUST-139221,599,35,1,0.546,0.761,0.602,0.767,Rarely,Pro,technical_friction,High,10,12,1
CUST-139222,339,60,2,0.897,0.176,0.374,0.164,Daily,Pro,price_sensitive,Low,0,0,1
CUST-139223,1002,58,1,0.846,0.0,0.192,0.065,Daily,Basic,price_sensitive,Low,0,0,1
CUST-139224,499,54,1,0.384,0.35,0.45,0.314,Daily,Enterprise,price_sensitive,Medium,0,0,1
CUST-139225,596,48,3,0.252,0.574,0.487,0.554,Weekly,Basic,price_sensitive,Medium,20,6,1
CUST-139226,205,27,2,0.351,0.951,0.621,0.882,Rarely,Pro,technical_friction,High,5,12,0
CUST-139227,734,11,3,0.362,0.952,0.492,0.858,Rarely,Basic,technical_friction,High,5,6,0
CUST-139228,873,33,1,0.452,0.268,0.334,0.212,Weekly,Basic,technical_friction,Low,5,12,1
CUST-139229,10,62,1,0.628,0.202,0.447,0.198,Daily,Pro,technical_friction,Low,0,0,0
CUST-139230,697,67,5,0.708,0.462,0.757,0.55,Daily,Pro,technical_friction,Medium,15,12,1
CUST-139231,112,31,5,0.36,0.964,0.859,0.922,Rarely,Basic,price_sensitive,High,0,0,1
CUST-139232,837,4,2,0.738,0.416,0.418,0.364,Weekly,Basic,price_sensitive,Medium,0,0,0
CUST-139233,707,22,2,0.156,0.791,0.591,0.785,Weekly,Enterprise,price_sensitive,High,0,0,1
CUST-139234,380,28,6,0.325,0.899,0.959,0.914,Weekly,Basic,technical_friction,High,20,12,0
CUST-139235,1035,5,0,0.467,0.706,0.508,0.69,Rarely,Basic,technical_friction,Medium,0,0,1
CUST-139236,550,21,3,0.127,0.798,0.576,0.786,Weekly,Basic,technical_friction,High,10,6,0
CUST-139237,683,36,1,0.741,0.315,0.366,0.257,Daily,Basic,technical_friction,Low,5,6,1
CUST-139238,795,41,1,0.865,0.184,0.376,0.169,Weekly,Basic,price_sensitive,Low,0,0,1
CUST-139239,722,25,4,0.32,0.829,0.586,0.809,Weekly,Basic,price_sensitive,High,20,6,1
CUST-139240,767,51,2,0.74,0.118,0.43,0.144,Daily,Basic,price_sensitive,Low,0,0,1
CUST-139241,289,57,5,0.749,0.491,0.544,0.492,Daily,Enterprise,price_sensitive,Medium,5,3,1
CUST-139242,1006,19,3,0.353,0.637,0.447,0.602,Weekly,Enterprise,technical_friction,Medium,15,12,0
CUST-139243,322,6,2,0.162,0.962,0.659,0.893,Rarely,Basic,price_sensitive,High,0,0,0
CUST-139244,288,20,2,0.284,0.931,0.541,0.858,Rarely,Pro,technical_friction,High,20,12,1
CUST-139245,907,35,5,0.627,0.53,0.584,0.548,Daily,Enterprise,technical_friction,Medium,0,0,0
CUST-139246,126,11,4,0.505,0.903,0.573,0.85,Weekly,Basic,price_sensitive,High,20,3,1
CUST-139247,453,22,1,0.559,0.405,0.279,0.302,Weekly,Pro,technical_friction,Medium,20,6,0
CUST-139248,615,36,3,0.614,0.387,0.577,0.398,Daily,Pro,price_sensitive,Medium,0,0,1
CUST-139249,1078,30,6,0.742,0.57,0.566,0.582,Weekly,Pro,technical_friction,Medium,10,3,0
CUST-139250,1059,42,1,0.19,0.342,0.498,0.325,Weekly,Basic,price_sensitive,Medium,0,0,0
CUST-139251,829,16,2,0.494,0.901,0.443,0.819,Rarely,Basic,technical_friction,High,20,3,0
CUST-139252,558,2,2,0.346,0.795,0.624,0.797,Rarely,Basic,technical_friction,High,0,0,0
CUST-139253,883,42,1,0.52,0.155,0.375,0.152,Daily,Basic,price_sensitive,Low,0,0,1
CUST-139254,39,38,3,0.497,0.651,0.482,0.63,Weekly,Basic,technical_friction,Medium,0,0,1
CUST-139255,288,15,4,0.275,0.875,0.917,0.899,Weekly,Basic,price_sensitive,High,15,6,0
CUST-139256,642,13,2,0.717,0.844,0.7,0.845,Rarely,Pro,price_sensitive,High,0,0,1
CUST-139257,1043,13,2,0.732,0.333,0.195,0.219,Weekly,Basic,price_sensitive,Low,0,0,1
CUST-139258,133,30,3,0.214,0.779,0.656,0.795,Weekly,Enterprise,price_sensitive,High,5,12,1
CUST-139259,385,20,1,0.269,0.683,0.268,0.576,Weekly,Basic,price_sensitive,Medium,20,12,0
CUST-139260,80,17,4,0.61,0.835,0.867,0.874,Weekly,Pro,technical_friction,High,10,12,1
CUST-139261,416,11,0,0.159,0.904,0.395,0.808,Rarely,Basic,technical_friction,High,20,3,0
CUST-139262,561,16,2,0.403,0.727,0.585,0.735,Weekly,Pro,technical_friction,High,15,3,0
CUST-139263,502,23,2,0.766,0.411,0.269,0.305,Daily,Basic,price_sensitive,Medium,0,0,1
CUST-139264,896,49,2,0.624,0.264,0.272,0.192,Weekly,Pro,technical_friction,Low,10,12,1
CUST-139265,138,33,4,0.776,0.585,0.541,0.588,Weekly,Pro,price_sensitive,Medium,15,6,1
CUST-139266,288,14,3,0.65,0.644,0.618,0.674,Weekly,Basic,price_sensitive,Medium,10,3,1
CUST-139267,785,28,2,0.213,0.871,0.546,0.826,Rarely,Enterprise,technical_friction,High,10,6,1
CUST-139268,191,34,2,0.725,0.398,0.583,0.412,Daily,Basic,price_sensitive,Medium,0,0,1
CUST-139269,582,31,2,0.151,0.669,0.421,0.623,Weekly,Basic,price_sensitive,Medium,15,6,1
CUST-139270,558,29,5,0.713,0.696,0.903,0.806,Daily,Pro,technical_friction,High,15,12,1
CUST-139271,466,45,3,0.105,0.651,0.629,0.685,Weekly,Basic,technical_friction,Medium,5,12,0
CUST-139272,333,13,1,0.474,0.91,0.516,0.841,Rarely,Pro,technical_friction,High,20,3,1
CUST-139273,60,19,1,0.372,0.902,0.453,0.821,Rarely,Pro,technical_friction,High,15,12,1
CUST-139274,181,57,2,0.332,0.492,0.423,0.442,Daily,Enterprise,price_sensitive,Medium,20,12,0
CUST-139275,933,37,3,0.407,0.482,0.469,0.45,Weekly,Enterprise,price_sensitive,Medium,15,6,1
CUST-139276,507,21,4,0.342,0.813,0.81,0.853,Weekly,Basic,technical_friction,High,20,12,1
CUST-139277,303,25,2,0.748,0.52,0.488,0.499,Weekly,Pro,technical_friction,Medium,0,0,1
CUST-139278,957,32,1,0.117,0.444,0.285,0.341,Weekly,Basic,technical_friction,Medium,0,0,0
CUST-139279,352,27,0,0.559,0.285,0.189,0.185,Daily,Pro,price_sensitive,Low,15,6,1
CUST-139280,600,20,3,0.648,0.534,0.614,0.565,Weekly,Pro,technical_friction,Medium,0,0,1
CUST-139281,55,96,0,0.75,0.056,0.206,0.082,Daily,Pro,technical_friction,Low,20,6,1
CUST-139282,734,41,6,0.817,0.583,0.611,0.613,Daily,Pro,price_sensitive,Medium,20,12,0
CUST-139283,593,60,4,0.772,0.27,0.364,0.222,Daily,Pro,technical_friction,Low,0,0,1
CUST-139284,398,65,1,0.38,0.296,0.495,0.283,Daily,Pro,price_sensitive,Low,5,3,1
CUST-139285,225,20,1,0.321,0.645,0.23,0.521,Weekly,Enterprise,technical_friction,Medium,0,0,0
CUST-139286,444,12,4,0.224,1.0,0.588,0.897,Rarely,Enterprise,technical_friction,High,20,6,0
CUST-139287,1014,27,3,0.851,0.344,0.443,0.307,Daily,Pro,price_sensitive,Medium,0,0,1
CUST-139288,154,11,1,0.415,0.951,0.807,0.911,Rarely,Enterprise,technical_friction,High,5,12,1
CUST-139289,107,15,4,0.602,0.886,0.668,0.861,Weekly,Enterprise,price_sensitive,High,20,6,0
CUST-139290,304,20,5,0.381,1.0,0.952,0.941,Rarely,Basic,price_sensitive,High,15,6,1
CUST-139291,642,51,3,0.952,0.123,0.385,0.138,Daily,Basic,technical_friction,Low,15,6,1
CUST-139292,172,30,2,0.318,0.975,0.677,0.901,Rarely,Basic,price_sensitive,High,20,3,1
CUST-139293,567,39,1,0.495,0.343,0.275,0.25,Daily,Basic,price_sensitive,Low,20,12,0
CUST-139294,262,27,3,0.269,0.711,0.69,0.756,Weekly,Basic,technical_friction,High,20,6,1
CUST-139295,1089,21,2,0.251,0.534,0.471,0.505,Weekly,Enterprise,price_sensitive,Medium,20,12,0
CUST-139296,28,26,4,0.455,1.0,0.659,0.907,Rarely,Enterprise,technical_friction,High,10,12,0
CUST-139297,540,28,2,0.379,0.528,0.536,0.526,Weekly,Basic,price_sensitive,Medium,20,6,1
CUST-139298,599,13,1,0.39,0.475,0.447,0.435,Weekly,Enterprise,technical_friction,Medium,20,12,1
CUST-139299,1007,19,2,0.361,0.586,0.649,0.631,Weekly,Pro,technical_friction,Medium,20,3,0
CUST-139300,1035,36,1,0.327,0.349,0.33,0.273,Weekly,Enterprise,price_sensitive,Low,15,12,0
CUST-139301,490,53,3,0.922,0.109,0.297,0.115,Daily,Enterprise,price_sensitive,Low,0,0,1
CUST-139302,1057,7,3,0.492,0.88,0.459,0.81,Rarely,Basic,price_sensitive,High,15,3,1
CUST-139303,348,33,2,0.437,0.572,0.553,0.579,Weekly,Basic,price_sensitive,Medium,15,3,1
CUST-139304,863,35,3,0.526,0.853,0.75,0.86,Rarely,Basic,technical_friction,High,20,6,1
CUST-139305,996,38,3,0.365,0.853,0.731,0.857,Rarely,Enterprise,technical_friction,High,0,0,0
CUST-139306,49,55,4,0.39,0.656,0.514,0.647,Daily,Basic,technical_friction,Medium,0,0,0
CUST-139307,35,44,1,0.235,0.579,0.296,0.479,Weekly,Enterprise,technical_friction,Medium,0,0,0
CUST-139308,1040,31,4,0.794,0.374,0.544,0.372,Weekly,Basic,technical_friction,Medium,15,12,1
CUST-139309,517,55,3,0.739,0.229,0.457,0.219,Daily,Basic,technical_friction,Low,0,0,1
CUST-139310,868,31,3,0.195,0.896,0.564,0.844,Rarely,Basic,price_sensitive,High,0,0,0
CUST-139311,562,23,1,0.456,0.471,0.394,0.409,Weekly,Enterprise,price_sensitive,Medium,10,3,1
CUST-139312,746,101,2,0.502,0.137,0.406,0.149,Daily,Basic,technical_friction,Low,15,12,1
CUST-139313,156,60,0,0.327,0.281,0.211,0.188,Daily,Basic,technical_friction,Low,20,3,1
CUST-139314,20,18,4,0.592,0.954,0.76,0.905,Rarely,Basic,technical_friction,High,20,12,0
CUST-139315,833,26,2,0.179,0.685,0.612,0.709,Weekly,Basic,technical_friction,High,10,12,0
CUST-139316,273,14,1,0.492,0.91,0.437,0.823,Rarely,Pro,price_sensitive,High,20,3,1
CUST-139317,47,18,2,0.609,0.556,0.346,0.477,Weekly,Basic,price_sensitive,Medium,15,3,1
CUST-139318,618,34,2,0.92,0.165,0.291,0.14,Daily,Basic,technical_friction,Low,15,3,1
CUST-139319,592,58,6,0.594,0.572,0.664,0.623,Daily,Pro,price_sensitive,Medium,0,0,0
CUST-139320,344,52,1,0.594,0.209,0.217,0.147,Weekly,Basic,technical_friction,Low,0,0,1
CUST-139321,202,20,1,0.484,0.619,0.509,0.608,Weekly,Pro,technical_friction,Medium,20,3,0
CUST-139322,434,39,0,0.558,0.308,0.274,0.223,Weekly,Pro,technical_friction,Low,5,6,0
CUST-139323,308,22,3,0.362,0.791,0.662,0.804,Weekly,Pro,price_sensitive,High,0,0,1
CUST-139324,537,64,2,0.396,0.312,0.477,0.29,Daily,Basic,technical_friction,Low,0,0,1
CUST-139325,935,59,1,0.386,0.244,0.2,0.163,Daily,Enterprise,technical_friction,Low,20,6,1
CUST-139326,823,43,4,0.276,0.565,0.602,0.591,Weekly,Basic,technical_friction,Medium,5,12,1
CUST-139327,564,47,4,0.667,0.407,0.197,0.276,Weekly,Enterprise,technical_friction,Low,5,12,1
CUST-139328,846,35,3,0.405,0.448,0.545,0.447,Weekly,Basic,technical_friction,Medium,10,12,1
CUST-139329,719,7,1,0.353,0.884,0.505,0.824,Rarely,Enterprise,technical_friction,High,20,3,0
CUST-139330,542,18,3,0.838,0.314,0.406,0.268,Weekly,Enterprise,technical_friction,Low,20,3,0
CUST-139331,475,6,5,0.602,0.89,0.676,0.864,Rarely,Basic,price_sensitive,High,20,3,1
CUST-139332,766,23,2,0.223,0.912,0.652,0.87,Rarely,Enterprise,technical_friction,High,20,12,0
CUST-139333,583,71,1,0.452,0.114,0.342,0.125,Daily,Pro,technical_friction,Low,10,12,1
CUST-139334,427,28,2,0.621,0.408,0.615,0.434,Weekly,Enterprise,price_sensitive,Medium,10,12,0
CUST-139335,148,31,0,0.631,0.241,0.139,0.148,Weekly,Basic,price_sensitive,Low,0,0,1
CUST-139336,220,55,2,0.739,0.271,0.192,0.177,Weekly,Pro,technical_friction,Low,15,6,1
CUST-139337,77,28,0,0.244,0.845,0.516,0.801,Rarely,Pro,price_sensitive,High,20,6,0
CUST-139338,78,23,0,0.612,0.373,0.093,0.217,Weekly,Pro,price_sensitive,Low,20,6,1
CUST-139339,454,33,2,0.387,0.487,0.63,0.523,Weekly,Pro,technical_friction,Medium,15,12,0
CUST-139340,886,37,2,0.514,0.349,0.623,0.379,Daily,Basic,technical_friction,Medium,15,12,0
CUST-139341,837,33,4,0.726,0.734,0.753,0.791,Rarely,Basic,technical_friction,High,15,12,0
CUST-139342,387,27,2,0.659,0.39,0.566,0.396,Daily,Enterprise,price_sensitive,Medium,20,6,0
CUST-139343,375,72,2,0.53,0.255,0.389,0.218,Daily,Pro,price_sensitive,Low,0,0,0
CUST-139344,297,11,2,0.614,0.926,0.832,0.905,Rarely,Enterprise,price_sensitive,High,10,3,1
CUST-139345,581,46,3,0.39,0.542,0.417,0.491,Weekly,Pro,price_sensitive,Medium,0,0,0
CUST-139346,726,35,2,0.925,0.163,0.333,0.147,Daily,Pro,technical_friction,Low,20,6,1
CUST-139347,95,21,4,0.423,0.84,0.686,0.84,Weekly,Pro,price_sensitive,High,0,0,0
CUST-139348,1057,37,1,0.465,0.258,0.146,0.158,Daily,Basic,technical_friction,Low,0,0,1
CUST-139349,361,31,3,0.253,0.737,0.743,0.79,Weekly,Basic,price_sensitive,High,0,0,0
CUST-139350,691,20,2,0.564,0.505,0.339,0.421,Weekly,Enterprise,technical_friction,Medium,0,0,1
CUST-139351,63,30,2,0.169,0.793,0.449,0.744,Weekly,Basic,technical_friction,High,20,6,0
CUST-139352,52,33,0,0.486,0.406,0.112,0.248,Weekly,Basic,technical_friction,Low,5,12,0
CUST-139353,337,16,5,0.901,0.954,0.836,0.916,Rarely,Basic,price_sensitive,High,0,0,0
CUST-139354,356,8,3,0.198,0.995,0.615,0.899,Rarely,Pro,price_sensitive,High,20,3,1
CUST-139355,448,44,2,0.386,0.396,0.507,0.379,Daily,Basic,price_sensitive,Medium,10,3,1
CUST-139356,127,36,1,0.657,0.366,0.504,0.35,Weekly,Basic,price_sensitive,Medium,0,0,0
CUST-139357,802,11,3,0.315,0.948,0.629,0.882,Rarely,Enterprise,technical_friction,High,15,6,1
CUST-139358,1029,38,5,0.294,0.731,0.735,0.783,Daily,Enterprise,price_sensitive,High,20,6,0
CUST-139359,990,43,1,0.485,0.335,0.419,0.29,Weekly,Basic,price_sensitive,Low,20,3,1
CUST-139360,680,39,3,0.482,0.506,0.477,0.479,Daily,Pro,price_sensitive,Medium,15,6,1
CUST-139361,916,15,5,0.157,0.948,0.73,0.899,Rarely,Enterprise,technical_friction,High,15,6,1
CUST-139362,471,24,2,0.592,0.478,0.503,0.461,Weekly,Basic,price_sensitive,Medium,20,3,1
CUST-139363,761,33,3,0.269,0.868,0.591,0.834,Rarely,Enterprise,technical_friction,High,0,0,1
CUST-139364,349,22,2,0.768,0.556,0.586,0.576,Weekly,Enterprise,price_sensitive,Medium,15,12,0
CUST-139365,216,53,4,0.637,0.488,0.463,0.454,Daily,Basic,technical_friction,Medium,20,6,1
CUST-139366,264,67,1,0.605,0.176,0.54,0.205,Daily,Basic,price_sensitive,Low,20,3,1
CUST-139367,368,24,4,0.396,0.851,0.773,0.864,Weekly,Basic,technical_friction,High,15,6,0
CUST-139368,1020,86,2,0.488,0.121,0.169,0.099,Daily,Pro,technical_friction,Low,15,12,1
CUST-139369,267,32,1,0.446,0.838,0.395,0.762,Rarely,Pro,technical_friction,High,10,6,1
CUST-139370,980,50,1,0.468,0.091,0.193,0.092,Daily,Pro,technical_friction,Low,20,12,1
CUST-139371,545,16,4,0.55,0.971,0.948,0.934,Rarely,Basic,price_sensitive,High,15,6,0
CUST-139372,171,24,6,0.563,1.0,1.0,0.945,Rarely,Pro,price_sensitive,High,0,0,1
CUST-139373,461,33,4,0.535,0.69,0.601,0.709,Weekly,Pro,technical_friction,High,10,6,1
CUST-139374,523,19,0,0.906,0.074,0.337,0.107,Weekly,Pro,price_sensitive,Low,15,12,1
CUST-139375,141,49,1,0.588,0.378,0.274,0.278,Daily,Basic,technical_friction,Low,0,0,1
CUST-139376,733,46,3,0.336,0.486,0.605,0.512,Daily,Basic,price_sensitive,Medium,0,0,1
CUST-139377,682,83,2,0.254,0.268,0.294,0.201,Daily,Basic,technical_friction,Low,0,0,1
CUST-139378,689,65,3,0.586,0.196,0.419,0.186,Daily,Basic,technical_friction,Low,5,3,1
CUST-139379,952,20,1,0.527,0.68,0.505,0.666,Rarely,Basic,technical_friction,Medium,5,6,1
CUST-139380,681,13,0,0.531,0.769,0.473,0.732,Rarely,Enterprise,price_sensitive,High,20,12,0
CUST-139381,192,43,4,0.777,0.459,0.683,0.517,Daily,Basic,technical_friction,Medium,15,6,1
CUST-139382,164,16,2,0.134,0.955,0.557,0.873,Rarely,Pro,technical_friction,High,10,12,1
CUST-139383,486,52,2,0.256,0.518,0.323,0.428,Weekly,Pro,price_sensitive,Medium,5,12,1
CUST-139384,281,14,4,0.515,1.0,0.776,0.922,Rarely,Pro,technical_friction,High,0,0,0
CUST-139385,628,26,2,0.523,0.457,0.55,0.459,Weekly,Pro,technical_friction,Medium,10,3,0
CUST-139386,102,14,3,0.481,0.791,0.6,0.787,Weekly,Basic,technical_friction,High,10,3,0
CUST-139387,1012,40,2,0.398,0.269,0.477,0.255,Weekly,Basic,technical_friction,Low,0,0,1
CUST-139388,783,72,2,0.352,0.207,0.389,0.186,Daily,Basic,technical_friction,Low,0,0,1
CUST-139389,987,37,2,0.4,0.322,0.512,0.312,Weekly,Basic,price_sensitive,Medium,0,0,0
CUST-139390,560,24,5,0.303,0.873,0.715,0.863,Weekly,Basic,technical_friction,High,5,3,1
CUST-139391,607,28,0,0.461,0.644,0.251,0.528,Rarely,Basic,technical_friction,Medium,0,0,1
CUST-139392,281,38,0,0.863,0.111,0.376,0.13,Daily,Pro,technical_friction,Low,20,6,1
CUST-139393,325,50,1,0.203,0.531,0.574,0.545,Daily,Enterprise,technical_friction,Medium,0,0,0
CUST-139394,726,68,0,0.807,0.09,0.229,0.097,Daily,Pro,technical_friction,Low,10,3,1
CUST-139395,903,45,2,0.157,0.481,0.508,0.466,Weekly,Basic,technical_friction,Medium,20,12,1
CUST-139396,66,39,3,0.551,0.59,0.517,0.583,Weekly,Basic,technical_friction,Medium,0,0,0
CUST-139397,311,38,1,0.698,0.16,0.322,0.144,Weekly,Pro,technical_friction,Low,15,6,1
CUST-139398,322,8,6,0.432,0.898,1.0,0.919,Rarely,Basic,technical_friction,High,15,6,0
CUST-139399,552,95,7,0.047,0.74,0.945,0.842,Daily,Enterprise,technical_friction,High,10,12,1
CUST-139400,973,37,1,0.388,0.279,0.436,0.25,Daily,Enterprise,price_sensitive,Low,0,0,1
CUST-139401,908,21,0,0.477,0.244,0.09,0.139,Weekly,Enterprise,technical_friction,Low,0,0,1
CUST-139402,325,32,2,0.741,0.453,0.549,0.454,Daily,Basic,technical_friction,Medium,10,12,0
CUST-139403,851,33,1,0.969,0.118,0.292,0.118,Daily,Basic,technical_friction,Low,15,3,1
CUST-139404,681,46,2,0.896,0.088,0.57,0.158,Daily,Enterprise,price_sensitive,Low,20,12,1
CUST-139405,295,5,2,0.094,1.0,0.615,0.901,Rarely,Basic,technical_friction,High,15,3,0
CUST-139406,1029,84,3,0.143,0.329,0.475,0.305,Daily,Basic,technical_friction,Medium,15,6,1
CUST-139407,300,32,5,0.458,0.844,0.762,0.858,Weekly,Enterprise,price_sensitive,High,20,6,0
CUST-139408,512,123,2,0.578,0.0,0.527,0.108,Daily,Basic,technical_friction,Low,10,6,1
CUST-139409,75,9,0,0.562,0.783,0.463,0.741,Rarely,Basic,price_sensitive,High,20,3,1
CUST-139410,890,17,1,0.602,0.468,0.228,0.341,Weekly,Enterprise,price_sensitive,Medium,15,12,1
CUST-139411,697,43,1,0.231,0.337,0.469,0.31,Weekly,Enterprise,price_sensitive,Medium,5,6,1
CUST-139412,601,39,2,0.273,0.491,0.549,0.494,Daily,Pro,technical_friction,Medium,20,6,1
CUST-139413,629,61,2,0.571,0.17,0.387,0.163,Daily,Basic,technical_friction,Low,0,0,1
CUST-139414,467,21,1,0.44,0.512,0.515,0.502,Weekly,Enterprise,technical_friction,Medium,0,0,0
CUST-139415,678,49,0,0.24,0.318,0.552,0.323,Weekly,Pro,price_sensitive,Medium,0,0,0
CUST-139416,79,28,1,0.183,0.981,0.529,0.879,Rarely,Basic,price_sensitive,High,0,0,0
CUST-139417,305,43,3,0.699,0.358,0.556,0.361,Daily,Basic,technical_friction,Medium,15,12,1
CUST-139418,965,25,0,0.263,0.38,0.367,0.312,Weekly,Pro,technical_friction,Medium,5,6,1
CUST-139419,589,21,2,0.428,0.906,0.531,0.842,Rarely,Pro,price_sensitive,High,15,3,1
CUST-139420,730,40,5,0.774,0.5,0.666,0.552,Daily,Basic,technical_friction,Medium,0,0,0
CUST-139421,322,48,2,0.399,0.514,0.376,0.446,Weekly,Basic,technical_friction,Medium,10,6,0
CUST-139422,151,22,3,0.555,0.69,0.598,0.708,Weekly,Enterprise,price_sensitive,High,15,12,0
